name;id;nametype;recclass;mass (g);fall;year;reclat;reclong;GeoLocation
Asuka 882079;4788;Valid;H5;28.97;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 791711;27060;Valid;L4;28.91;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
El Médano 051;55706;Valid;L6;28.9;Found;01.01.2011;-24.850000;-70.533330;(-24.850000, -70.533330)
Jiddat al Harasis 573;51915;Valid;H4-6;28.9;Found;01.01.2009;19.751680;56.330570;(19.751680, 56.330570)
Dhofar 1476;55720;Valid;H3;28.9;Found;01.01.2008;18.988650;54.403130;(18.988650, 54.403130)
Stewart Valley 002;55531;Valid;L6;28.9;Found;01.01.2001;36.207580;-116.169180;(36.207580, -116.169180)
Meteorite Hills 01214;16446;Valid;L5;28.9;Found;01.01.2001;-79.683330;159.750000;(-79.683330, 159.750000)
Dar al Gani 778;6325;Valid;L3/4;28.9;Found;01.01.1999;26.991000;16.444330;(26.991000, 16.444330)
Queen Alexandra Range 99583;22029;Valid;LL5;28.9;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97427;20883;Valid;LL5;28.9;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Lewis Cliff 97222;14635;Valid;H6;28.9;Found;01.01.1997;-84.266670;161.500000;(-84.266670, 161.500000)
Elephant Moraine 96122;9714;Valid;L6;28.9;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Queen Alexandra Range 94522;20154;Valid;L5;28.9;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 90572;8981;Valid;L6;28.9;Found;01.01.1990;-76.267980;156.440920;(-76.267980, 156.440920)
Elephant Moraine 90216;8625;Valid;L6;28.9;Found;01.01.1990;-76.271900;156.502000;(-76.271900, 156.502000)
Elephant Moraine 90360;8769;Valid;L6;28.9;Found;01.01.1990;-76.276640;156.368940;(-76.276640, 156.368940)
Asuka 881634;4343;Valid;L3;28.9;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
MacAlpine Hills 88199;15363;Valid;L3.3;28.9;Found;01.01.1988;-84.216670;160.500000;(-84.216670, 160.500000)
Lewis Cliff 88064;13818;Valid;H5;28.9;Found;01.01.1988;-84.245270;161.406060;(-84.245270, 161.406060)
Lewis Cliff 87158;13625;Valid;L6;28.9;Found;01.01.1987;-84.365080;161.374780;(-84.365080, 161.374780)
Lewis Cliff 86238;13172;Valid;L6;28.9;Found;01.01.1986;-84.256210;161.391120;(-84.256210, 161.391120)
Lewis Cliff 86134;13073;Valid;L3.0;28.9;Found;01.01.1986;-84.257390;161.342580;(-84.257390, 161.342580)
Lewis Cliff 86228;13163;Valid;H5;28.9;Found;01.01.1986;-84.273980;161.687130;(-84.273980, 161.687130)
Menziswyl;15486;Valid;L5;28.9;Fell;01.01.1903;46.818670;7.218170;(46.818670, 7.218170)
El Médano 110;56642;Valid;LL6;28.8;Found;01.01.2011;-24.850000;-70.533330;(-24.850000, -70.533330)
San Juan 032;49511;Valid;H5/6;28.8;Found;01.01.2008;-25.442500;-69.877167;(-25.442500, -69.877167)
Grove Mountains 020221;49728;Valid;H4;28.8;Found;01.01.2003;-72.992500;75.206390;(-72.992500, 75.206390)
Northwest Africa 474;17742;Valid;H6;28.8;Found;01.01.1999;32.021670;-4.138330;(32.021670, -4.138330)
Queen Alexandra Range 94753;20383;Valid;L5;28.8;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Lewis Cliff 85442;12910;Valid;L6;28.8;Found;01.01.1985;-84.278000;161.382880;(-84.278000, 161.382880)
Lewis Cliff 85339;12809;Valid;L3.4;28.8;Found;01.01.1985;-84.286770;161.354200;(-84.286770, 161.354200)
Meteorite Hills A78009;16605;Valid;H5;28.8;Found;01.01.1978;-79.683330;155.750000;(-79.683330, 155.750000)
Asuka 880691;3400;Valid;CK4;28.77;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Asuka 880792;3501;Valid;H6;28.75;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Grove Mountains 051649;48211;Valid;L6;28.72;Found;01.01.2006;-72.781111;75.320833;(-72.781111, 75.320833)
